"course_name","academic_year","study_program","study_programs","trajectschijf","study_load","total_study_time","evaluation_deadline","grading_scale","second_exam","teachers","language","semester","content","learning_outcomes","study_materials","teaching_org","teaching_org_text","evaluation","evaluation_text","traject","source_url"
"Audio Video 1","2026-27","Bachelor in de grafische en digitale media","","1","5 studiepunten","150,00 uren","01.11.2026 (georganiseerd in semester 1)","op 20 (tot op een geheel getal)","wel","Piffet Philippe, Verniest Joris","Nederlands","1","<div class=""clearfix""><ul>
<li>Inleiding in de interface van de audiovisuele pakketten van Adobe</li>
<li>Alle basis montage technieken, beeld en geluid</li>
<li>Standaard instellingen en effecten</li>
<li>Basis ontwerp voor beeld en geluid</li>
<li>Stop-Motion techniek</li>
</ul></div>","[{'code': 'GDM/0303', 'description': 'De student kent en begrijpt de terminologie en werking van audiovisuele technologie.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0314', 'description': 'De student past audiovisuele technologie vakkundig toe bij de productie van audiovisuele mediaproducten.', 'level': 'Leerdoel Verdiepend-Verbredend', 'category': 'BS'}]","[]","[]","Zie Canvas.","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode binnen examenrooster', 'form': 'Werkstuk', 'percentage': '40,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode buiten examenrooster', 'form': 'Werkstuk', 'percentage': '60,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Werkstuk', 'percentage': '100,00', 'remark': ''}]","Voor de tweede examenkans wordt een nieuwe opdracht gemaakt waarin alle eindcompetenties opnieuw worden beoordeeld. Bij te laat indienen van een opdracht, maar minder dan 24 uur na de deadline, wordt 1/3 van de punten afgetrokken. Na 24u te laat indienen, zal een nul worden toegekend voor deze opdracht.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=230585&b=1&c=1"
"Audio Video 2","2026-27","Bachelor in de grafische en digitale media","","1","5 studiepunten","150,00 uren","15.03.2027 (georganiseerd in semester 2)","op 20 (tot op een geheel getal)","wel","Verniest Joris, Wysmans Michaël","Nederlands","2","<div class=""clearfix""><ul>
<li>De basis van audiovisuele technieken in theorie en praktijk.</li>
<li>Camera en cameratechnieken</li>
<li>Licht en lichttechnieken</li>
<li>Audio en audiotechnieken</li>
<li>Organisatie van videoproducties</li>
<li>Timelapse/Hyperlapse Techniek</li>
</ul></div>","[{'code': 'GDM/0208', 'description': 'De student past creatieve denktechnieken en methoden toe om originele en creatieve ideeën te genereren als basis voor de uitwerking van een mediaproduct.', 'level': 'Leerdoel Verdiepend-Verbredend', 'category': 'BS'}, {'code': 'GDM/0303', 'description': 'De student kent en begrijpt de terminologie en werking van audiovisuele technologie.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0314', 'description': 'De student past audiovisuele technologie vakkundig toe bij de productie van audiovisuele mediaproducten.', 'level': 'Leerdoel Verdiepend-Verbredend', 'category': 'BS'}]","[]","[]","Zie Canvas.","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'tweede examenperiode binnen examenrooster', 'form': 'Werkstuk', 'percentage': '40,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'tweede examenperiode buiten examenrooster', 'form': 'Werkstuk', 'percentage': '60,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Werkstuk', 'percentage': '100,00', 'remark': ''}]","Voor de tweede examenkans wordt een nieuwe opdracht gemaakt waarin alle eindcompetenties opnieuw worden beoordeeld. Bij te laat indienen van een opdracht, maar minder dan 24 uur na de deadline, wordt 1/3 van de punten afgetrokken. Na 24u te laat indienen, zal een nul worden toegekend voor deze opdracht.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=228394&b=1&c=1"
"Creative Business Essentials","2026-27","Bachelor in de grafische en digitale media","","1","5 studiepunten","138,00 uren","15.03.2027 (georganiseerd in semester 2)","op 20 (tot op een geheel getal)","wel","De Canck Inge, De Laender Annick, Vandenberghe Peter, Vanhees Rob","Nederlands","2","<div class=""clearfix""><p><strong>Creative Business Essentials </strong> bestaat uit 4 onderdelen:</p>
<p><span style=""text-decoration: underline;"">Sectoranalyse</span></p>
<ul>
<li>Kennis maken met de sector door inzichten te krijgen in het landschap van de grafische en digitale mediasector waardoor je je kan oriënteren binnen de verschillende disciplines. </li>
<li>Introductie personal branding en portfolio.</li>
<li>Aanmaak van LinkedIn-profiel.</li>
</ul>
<p><span style=""text-decoration: underline;"">Economie voor de creatieve sector</span></p>
<ul>
<li>Verwerven van economisch inzicht als videograaf, webdesigner, print expert, grafisch vormgever … om bedrijven te evalueren, beleidsbeslissingen te nemen en projecten te kunnen budgetteren en managen. </li>
<li>Basiskennis boekhoudkundige verplichtingen, factuur aanmaken.</li>
</ul>
<p><span style=""text-decoration: underline;"">Marketing</span> </p>
<ul>
<li>
    Inleiding tot het basisreferentiekader van marketing, essentieel voor het ontwikkelen van campagnes en grafische of digitale mediaproducten voor opdrachtgevers.</li>
<li>Verwerven van basiskennis en vertrouwd raken met kernbegrippen en terminologie, met focus op de praktische toepassing van de leerstof.</li>
</ul>
<p>
 </p>
<p><span style=""text-decoration: underline;"">Juridisch en ethisch kader </span></p>
<ul>
<li>
    Bij de ontwikkeling van een mediaproduct rekening houden met het correcte wettelijk kader alsook de afspraken binnen de sector kunnen interpreteren. Door de grenzen te kennen bij het gebruik van media (grafisch, audio, foto, video,...) materiaal behoud je als professional de beroepsethiek en kan je juist refereren bij het gebruik van niet eigen materiaal. </li>
<li>Heeft inzicht in de formaliteiten en in de keuze van de ondernemingsvorm bij de opstart van een onderneming.</li>
</ul></div>","[{'code': 'GDM/0101', 'description': 'De student kent het belang van marketingkennis in de media- en creatieve sector.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0102', 'description': 'De student begrijpt de basisprincipes en - concepten van marketing.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0103', 'description': 'De student heeft  inzicht in marketingstrategieën.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0105', 'description': 'De student heeft inzicht in de manier waarop marktanalysegegevens gebruikt worden om markttrends en consumentengedrag te begrijpen.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0505', 'description': 'De student kent de belangrijkste bronnen om op de hoogte te blijven van ontwikkelingen, innovaties en trends die zich afspelen in de grafische, creatieve en mediasector.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0516', 'description': 'De student begrijpt het doel en de waarde van een portfolio, personal branding en online aanwezigheid in de zoektocht naar werk.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0517', 'description': 'De student kan uitleggen wat personal branding is, waarom het belangrijk is voor de zichtbaarheid van een creatief professional, en hoe dit in het portfolio en sociale media geïntegreerd kan worden.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0518', 'description': 'De student begrijpt hoe visuele branding, zoals logo, typografie en kleurgebruik, kan bijdragen aan een consistente en professionele uitstraling van het portfolio en de sociale mediakanalen.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0519', 'description': 'De student begrijpt het belang van storytelling en gebruikt het om zijn/haar werk en persoonlijke merk op een overtuigende manier te presenteren, zowel in het portfolio als op sociale mediakanalen.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0701', 'description': 'De student kent de verschillende functieprofielen in de creatieve sector en hun verhouding tot elkaar.', 'level': 'Leerdoel Elementair', 'category': 'ALG'}, {'code': 'GDM/0802', 'description': 'De student kent de belangrijkste stakeholders van de grafische, creatieve mediasector en hun relevantie.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0803', 'description': 'De student begrijpt de basisprincipes van kostenbeheersing, cashflow en investeringen van een KMO in de creatieve sector en heeft inzicht in wat een financieel gezond bedrijf is.', 'level': 'Leerdoel Elementair', 'category': 'ALG'}, {'code': 'GDM/0805', 'description': 'De student kent bedrijfsmodellen en kan deze invullen om nieuwe organisaties/producten in de creatieve sector in kaart te brengen.', 'level': 'Leerdoel Elementair', 'category': 'ALG'}, {'code': 'GDM/0806', 'description': 'De student begrijpt de mechanismen die in een creatief bedrijf gebruikt worden om een werknemer te beoordelen.', 'level': 'Leerdoel Elementair', 'category': 'ALG'}, {'code': 'GDM/0808', 'description': 'De student heeft inzicht in de wetgeving en de gedragscodes waarmee hij in het creatieproces van mediaproducten moet rekening houden en herkent overtredingen hiertegen.', 'level': 'Leerdoel Elementair', 'category': 'ALG'}, {'code': 'GDM/0809', 'description': 'De student heeft inzicht in de regelgeving rond vertrouwelijkheid en integriteit van gegevens (m.n. privacy).', 'level': 'Leerdoel Elementair', 'category': 'ALG'}]","[]","[]","Zie Canvas.","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'tweede examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '65,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'tweede examenperiode buiten examenrooster', 'form': 'Werkstuk', 'percentage': '35,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '65,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Werkstuk', 'percentage': '35,00', 'remark': ''}]","Bij te laat indienen van een opdracht, maar minder dan 24 uur na de deadline, wordt 1/3 van de punten afgetrokken. Na 24u te laat indienen, zal een nul worden toegekend voor deze opdracht.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=228013&b=1&c=1"
"Design Principles semester 1","2026-27","Bachelor in de grafische en digitale media","","1","4 studiepunten","126,00 uren","01.11.2026 (georganiseerd in semester 1)","op 20 (tot op een geheel getal)","wel","Taalvak:","Engels","1","<div class=""clearfix"">- Belangrijkste kunst- en design-stromingen en hun relevantie voor hedendaags ontwerp.<br/>
- Communicatiepsychologie voor verschillende media.<br/>
- Design Principes en hun toepassingen in verschillende media.<br/>
- Typografie (Anatomie van letters, gebruik van fonts in diverse media, basics in lay-out for motion)<br/>
- Universal design (Accessible, Usable, Inclusive) in het ontwerpen van media.</div>","[{'code': 'GDM/0201', 'description': 'De student begrijpt de basistechnieken van creatief denken.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0202', 'description': 'De student heeft inzicht in de principes van multimediale communicatie en het betreffende vakjargon.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0203', 'description': 'De student kent de culturele en historische achtergrond van hedendaagse visuele communicatie.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0204', 'description': 'De student heeft een goed begrip van design principes en hun toepassingen binnen de verschillende visuele communicatie disciplines', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0811', 'description': 'De student heeft inzicht in de principes van Universal Design zoals toegankelijkheid, bruikbaarheid, inclusie en flexibiliteit voor het ontwerpen van mediaproducten.', 'level': 'Leerdoel Elementair', 'category': 'ALG'}]","[]","[]","","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '75,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode buiten examenrooster', 'form': 'Schriftelijk', 'percentage': '25,00', 'remark': 'Vooruitgeschoven examen'}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '100,00', 'remark': ''}]","Schriftelijk examen Het vak wordt geëvalueerd met een vooruitgeschoven examen en een eindexamen aan het einde van het semester. Beide examens bestaan uit meerkeuzevragen met vier antwoordmogelijkheden, waarbij telkens één antwoord correct is. Er wordt geen cesuur toegepast op het examen. Het vooruitgeschoven examen telt mee voor 25% van het totaal. Het eindexamen telt mee voor 75% van het totaal. De leerstof van het vooruitgeschoven examen wordt niet hernomen voor het eindexamen. De student kan kiezen om het examen in het Engels of het Nederlands af te leggen.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=228322&b=1&c=1"
"Design Research","2026-27","Bachelor in de grafische en digitale media","","1","5 studiepunten","140,00 uren","15.03.2027 (georganiseerd in semester 2)","op 20 (tot op een geheel getal)","wel","Kopatz Janine, Lowagie Jelle, Vanderweeën Benedikte, Verzele Els","Nederlands","2","<div class=""clearfix"">
- De relevantie van onderzoek, specifiek binnen design en media<br/>
- Onderzoeksmethodologie (formuleren onderzoeksvraag, kwantitatief vs. kwalitatief, onderzoeksmethoden, ...)<br/>
- De fasen en bijbehorende methoden binnen een Design Thinking-onderzoek<br/>
- Op elementair niveau zelf een onderzoek opzetten om informatie te vergaren, via bronnen of via eigen onderzoeksactiviteiten<br/>
<ul></ul>
<br class=""t-last-br""/>
<div data-extension-version=""1.0.4"" id=""ConnectiveDocSignExtentionInstalled""> </div></div>","[{'code': 'GDM/0401', 'description': 'De student kent het nut van onderzoek voor een designer, en snapt hoe\\xa0onderzoeksconclusies\\xa0een impact kunnen hebben op (het ontwerp van) een mediaproduct.', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0402', 'description': ""De student kent het proces van 'design thinking' en kent de verschillende fasen."", 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0403', 'description': ""De student kent het verschil tussen een complexe ('wicked') vraag en een enkelvoudige design- of ontwikkelvraag."", 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0404', 'description': ""De student kan een afgebakende onderzoeksvraag formuleren, vooral in functie van 'design thinking'."", 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0406', 'description': 'De student kent verschillende typen van onderzoeksmethoden, met de toepassingen en voor- en nadelen, voor probleemdefinitie (discover &\\xa0define).', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0407', 'description': 'De student kent verschillende typen van onderzoeksmethoden, met de toepassingen en voor- en nadelen, voor idee-generatie (ideation).', 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0408', 'description': ""De student kan deze verschillende typen van onderzoeksmethoden koppelen aan fasen in het 'design thinking'-proces."", 'level': 'Leerdoel Elementair', 'category': 'BG'}, {'code': 'GDM/0409', 'description': 'De student heeft de kennis en vaardigheden om op elementair niveau informatie te vergaren, via bronnen of via eigen onderzoeksactiviteiten.', 'level': 'Leerdoel Elementair', 'category': 'BG'}]","[]","[]","Zie Canvas.","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'tweede examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '70,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'tweede examenperiode buiten examenrooster', 'form': 'Werkstuk', 'percentage': '30,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '100,00', 'remark': ''}]","Bij te laat indienen van een opdracht, maar minder dan 24 uur na de deadline, wordt 1/3 van de punten afgetrokken. Na 24 uur te laat indienen, zal een nul worden toegekend aan deze opdracht.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=228092&b=1&c=1"
"Illustrator semester 1","2026-27","Bachelor in de grafische en digitale media","","1","3 studiepunten","83,00 uren","01.11.2026 (georganiseerd in semester 1)","op 20 (tot op een geheel getal)","wel","Duytschaever Tineke, Hemelsoet Ingrid, Langeraert Pieter, Vande Populiere Eva","Nederlands","1","<div class=""clearfix""><p>Software pakket Adobe Illustrator:</p>
<ul>
<li>Werken met documenten</li>
<li>Basishandelingen</li>
<li>Basisvormen en actieve vormen</li>
<li>Vormen combineren</li>
<li>Laagorganisatie en tekengebieden</li>
<li>Objecten kleuren</li>
<li>Objecten transformeren</li>
<li>Paden tekenen en bewerken</li>
<li>Maskers</li>
<li>Objecten positioneren met grid, hulplijnen, transformatiepalet</li>
<li>Vormkenmerken</li>
<li>Effecten en vervormingen</li>
</ul>
<p>
Georganiseerde files kunnen aanleveren die op efficiënte manier altijd aanpasbaar zijn volgens de wensen van de klant. </p>
</div>","[{'code': 'GDM/0316', 'description': 'De student kan op een vakkundige en efficiënte wijze een goed georganiseerd en correct opgebouwde digitaal ontwerp opmaken in Illustrator.', 'level': 'Leerdoel Verdiepend-Verbredend', 'category': 'BS'}]","[]","[]","Dit olod wordt gegeven in een combinatie van praktijklessen, zelfstandig leren en opdrachten met permanente evaluatie. De student neemt tijdens de voorbereiding, studie, onderzoek en uitvoering het initiatief tot feedback. Zie ook de studiewijzer in Canvas.","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '75,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode buiten examenrooster', 'form': 'Werkstuk permanente evaluatie (Permanente evaluatie)', 'percentage': '25,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '100,00', 'remark': ''}]","Bij te laat indienen van een opdracht, maar minder dan 24 uur na de deadline, wordt 1/3 van de punten afgetrokken. Na 24u te laat indienen, zal een nul worden toegekend aan deze opdracht. De eerste examenkans bestaat voor 25% evaluatie van de opdrachten gedurende het semester en 75% uit examenopdracht op eigen laptop op de campus. De tweede examenkans bestaat uit een examenopdracht (100%) op de campus tijdens de examenperiode op eigen laptop.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=230587&b=1&c=1"
"Media Technology","2026-27","Bachelor in de grafische en digitale media","","1","5 studiepunten","139,00 uren","01.11.2026 (georganiseerd in semester 1)","op 20 (tot op een geheel getal)","wel","Pas Jens","Nederlands","1","<div class=""clearfix""><p>Het vak Mediatechnologie biedt een brede en fundamentele inleiding in de technologische bouwstenen van hedendaagse media. Studenten verwerven een helder overzicht van hoe verschillende mediatechnologieën functioneren en hoe ze complementair samenwerken binnen mediaproductie en -gebruik. De cursus focust op inzicht in onderliggende principes en systemen. </p>
<p>
Door deze brede benadering ontwikkelen studenten een geïntegreerd begrip van beeld, geluid, drukwerk en digitale media, wat hen toelaat om verbanden te leggen tussen verschillende technologieën en beter onderbouwde keuzes te maken in hun verdere opleiding en praktijk.</p>
<p>Belangrijkste onderdelen van de cursus:<br/>
•	Inleiding tot mediatechnologie en haar toepassingsdomeinen<br/>
•	Basisprincipes van elektriciteit als fundament voor technologie<br/>
•	ICT-basiskennis: hardware, opslag, netwerken en systeemarchitecturen<br/>
•	Digitale representatie van informatie (beeld en geluid)<br/>
•	Printtechnologie en drukprocessen<br/>
•	3D-technologie: modeling, scanning, printing en animatie<br/>
•	Immersieve media: AR, VR en XR<br/>
•	Bestandsformaten, compressie en opslagmedia<br/>
•	Videotechnologie: beeldvorming, compressie en distributie<br/>
•	Audiotechnologie: opname, signaalverwerking en digitalisering<br/>
•	Distributie van media (o.a. streaming en narrowcasting)<br/>
• Introductie in Artificiële Intelligentie</p>
<br/><br/>
<br/><br/>
</div>","[{'code': 'GDM/0301', 'description': 'De student kent de toepassingen, materialen en productiemethoden van verschillende 3D-toepassingen.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0302', 'description': 'De student kent de verschillende fasen van een 3D- productieproces.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0303', 'description': 'De student kent en begrijpt de terminologie en werking van audiovisuele technologie.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0304', 'description': 'De student kent en begrijpt de terminologie en werking van printtechnologie.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0305', 'description': 'De student heeft inzciht in de verschillende fasen van een printproductieproces: prepress, press en postpress.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0307', 'description': 'De student kent de toepassingen, materialen en productiemethoden van verschillende printtoepassingen.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0308', 'description': 'De student kent en begrijpt de terminologie en werking van computer- en internet technologie.', 'level': 'Leerdoel Elementair', 'category': 'BS'}, {'code': 'GDM/0399996', 'description': 'De student kan de basisprincipes, werk¬processen en toepassings¬mogelijkheden van hedendaagse AI systemen helder toelichten.', 'level': 'Leerdoel Verdiepend-Verbredend', 'category': 'BS'}]","[]","[]","De onderwijsorganisatie betreft hoorcollege's die op de campus worden georganiseerd. Details over de structuur van de college's en de onderwerpen vind je terug in de studiewijzer op Canvas.","[{'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '75,00', 'remark': ''}, {'exam_chance': 'Evaluatie(s) voor de eerste examenkans', 'moment': 'eerste examenperiode buiten examenrooster', 'form': 'Schriftelijk', 'percentage': '25,00', 'remark': 'Vooruitgeschoven examen na de herfstperiode'}, {'exam_chance': 'Evaluatie(s) voor de tweede examenkans', 'moment': 'derde examenperiode binnen examenrooster', 'form': 'Schriftelijk', 'percentage': '100,00', 'remark': ''}]","Schriftelijk examen Het vak wordt geëvalueerd met een vooruitgeschoven examen en een eindexamen aan het einde van het semester. Beide examens bestaan uit meerkeuzevragen met vier antwoordmogelijkheden, waarbij telkens één antwoord correct is. Er wordt geen cesuur toegepast op het examen. Het vooruitgeschoven examen telt mee voor 25% van het totaal. Het eindexamen telt mee voor 75% van het totaal. De leerstof van het vooruitgeschoven examen wordt niet hernomen voor het eindexamen.","Contacttraject Audiovisual Design","https://bamaflexweb.arteveldehs.be/BMFUIDetailxOLOD.aspx?a=228780&b=1&c=1"
